id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1504406155866554371,1504406155866554371,2022-03-17 12:35:52 ????????????? ????? (????),2022-03-17,12:35:52,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,, https://t.co/rWtc3vnMNd,und,[],['https://freebeacon.com/national-security/new-iran-agreement-would-let-russia-cash-in-on-10-billion-contract-to-build-nuclear-sites/'],[],1,7,41,[],[],https://twitter.com/YairNetanyahu/status/1504406155866554371,False,,0,,,,,,,,[],,,,
1504362409682771968,1504362409682771968,2022-03-17 09:42:02 ????????????? ????? (????),2022-03-17,09:42:02,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Watch my interview to newsmax yesterday,en,[],[],[],5,16,100,[],[],https://twitter.com/YairNetanyahu/status/1504362409682771968,False,https://twitter.com/newsmax/status/1504231041007079434,0,,,,,,,,[],,,,
1504202419269521412,1504202419269521412,2022-03-16 23:06:18 ????????????? ????? (????),2022-03-16,23:06:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,🚨🚨🚨,und,[],[],[],5,15,78,[],[],https://twitter.com/YairNetanyahu/status/1504202419269521412,False,https://twitter.com/kredo0/status/1504177241202307073,0,,,,,,,,[],,,,
1504201418948988929,1504201418948988929,2022-03-16 23:02:19 ????????????? ????? (????),2022-03-16,23:02:19,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,וזה עוד במרכז תל אביב,iw,[],[],[],108,105,1514,[],[],https://twitter.com/YairNetanyahu/status/1504201418948988929,False,https://twitter.com/c_shlomit/status/1504200091342626833,0,,,,,,,,[],,,,
1504195362940198918,1504195362940198918,2022-03-16 22:38:15 ????????????? ????? (????),2022-03-16,22:38:15,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,פורים שמח! 🤡🎉 Happy Purim!  https://t.co/pyf7PJoUJm,und,[],[],['https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg'],95,36,1622,[],[],https://twitter.com/YairNetanyahu/status/1504195362940198918,False,,1,https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg,,,,,,,[],,,,
1504094861095583749,1504043380434743297,2022-03-16 15:58:54 ????????????? ????? (????),2022-03-16,15:58:54,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,@attilus בבקשה  https://t.co/y954wCsAJ4,iw,[],[],['https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg'],11,19,297,[],[],https://twitter.com/YairNetanyahu/status/1504094861095583749,False,,1,https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg,,,,,,,"[{'screen_name': 'attilus', 'name': 'אטילה שומפלבי Attila Somfalvi', 'id': '47181372'}]",,,,
1504002101680250880,1504002101680250880,2022-03-16 09:50:18 ????????????? ????? (????),2022-03-16,09:50:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אותה הונגריה שנתניהו טיפח את היחסים עימה, ולפיד ובנט מנסים להחריב",iw,[],[],[],4,12,213,[],[],https://twitter.com/YairNetanyahu/status/1504002101680250880,False,https://twitter.com/yonibmen/status/1503924248703873028,0,,,,,,,,[],,,,
1503991361628000259,1503991361628000259,2022-03-16 09:07:38 ????????????? ????? (????),2022-03-16,09:07:38,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,ממשלת בובות של ממשל ביידן,iw,[],[],[],13,36,327,[],[],https://twitter.com/YairNetanyahu/status/1503991361628000259,False,https://twitter.com/yonibmen/status/1503928913235480581,0,,,,,,,,[],,,,
1503827251510525957,1503827251510525957,2022-03-15 22:15:31 ????????????? ????? (????),2022-03-15,22:15:31,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Northern Israel today! 📸❄️ צילום: רפאל נוה  https://t.co/kMt08a5RF3,und,[],[],['https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg'],14,17,569,[],[],https://twitter.com/YairNetanyahu/status/1503827251510525957,False,,1,https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg,,,,,,,[],,,,
1503764095618760708,1503764095618760708,2022-03-15 18:04:33 ????????????? ????? (????),2022-03-15,18:04:33,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"בעוד בנט ולפיד מפקירים את ישראל להשמדה ע״י אירן באמצעות הסכם הגרעין, חברינו הרפובליקנים בקונגרס ובסנאט נלחמים נגד ההסכם כמו אריות",iw,[],[],[],9,21,272,[],[],https://twitter.com/YairNetanyahu/status/1503764095618760708,False,https://twitter.com/gopleader/status/1503763089656889355,0,,,,,,,,[],,,,
1503761013329604625,1503761013329604625,2022-03-15 17:52:18 ????????????? ????? (????),2022-03-15,17:52:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,מזכיר את הכרטיסים לרכבת למקורבים של קסטנר,iw,[],[],[],8,11,156,[],[],https://twitter.com/YairNetanyahu/status/1503761013329604625,False,https://twitter.com/igal_malka/status/1503745215995289610,0,,,,,,,,[],,,,
1503739732152532997,1503739732152532997,2022-03-15 16:27:44 ????????????? ????? (????),2022-03-15,16:27:44,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"שר החוץ האיראני טס למוסקבה וקיבל מה שהוא רוצה. בנט טס לפגוש את פוטין, ובמקום לסנדל את הסכם הגרעין המסכן את קיומה של ישראל, הוא התעסק באוקראינה...  https://t.co/uXTUh1cMZL",iw,[],[],['https://pbs.twimg.com/media/FN5bUFCX0BEApuP.jpg'],13,41,420,[],[],https://twitter.com/YairNetanyahu/status/1503739732152532997,False,,1,https://pbs.twimg.com/media/FN5bUFCX0BEApuP.jpg,,,,,,,[],,,,
1503719574952460295,1503719574952460295,2022-03-15 15:07:39 ????????????? ????? (????),2022-03-15,15:07:39,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אני בטוח שבנט דאג להכשיל את הסכם הגרעין בשיחותיו עם פוטין, כפי שהאיראנים דאגו שההסכם יעבור בשיחותיהם עם הרוסים. אה לא?",iw,[],[],[],6,12,185,[],[],https://twitter.com/YairNetanyahu/status/1503719574952460295,False,https://twitter.com/litalsun/status/1503703323161120771,0,,,,,,,,[],,,,
1503693503062323200,1503693499941756930,2022-03-15 13:24:03 ????????????? ????? (????),2022-03-15,13:24:03,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"&gt;&gt;וכי תיק 4000 הוא תיק תפור, עלילת דם, והפיכה. המסך בעצם קובר סופית את תיק 4000 ומוכיח שנתניהו צח כשלג.  הנה מה שערוץ התרעלה 12 שידר אתמול במהדורה המרכזית לנוכח הגילוי המרעיש  הזה:",iw,[],[],[],18,53,728,[],[],https://twitter.com/YairNetanyahu/status/1503693503062323200,False,,0,,,,,,,,[],,,,
1503693499941756930,1503693499941756930,2022-03-15 13:24:02 ????????????? ????? (????),2022-03-15,13:24:02,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"במשך שנים ערוץ התעמולה 12 שידר כל ערב הבמהדורה המרכזית קטעי רכילויות שקריים, תמלילים חסרי חשיבות וכתבות שלמות על תיקי נתניהו, ושטף לציבור את המוח.  אתמול התרחשה רעידת אדמה. בבית המשפט נחשף מסמך מ2016 של המשנה ליועץ המשפטי לממשלה, מסמך המוכיח כי נתניהו פעל ללא דופי, &gt;&gt;  https://t.co/XDTmn33dQr",iw,[],[],['https://pbs.twimg.com/media/FN4xQ7FXoAMthH6.jpg'],64,183,1620,[],[],https://twitter.com/YairNetanyahu/status/1503693499941756930,False,,1,https://pbs.twimg.com/media/FN4xQ7FXoAMthH6.jpg,,,,,,,[],,,,
1503483460744364038,1503483460744364038,2022-03-14 23:29:25 ????????????? ????? (????),2022-03-14,23:29:25,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,מה הולך כאן!?  https://t.co/KBMoNn2yF2,iw,[],[],['https://pbs.twimg.com/media/FN1yO_QXwAU8JAo.jpg'],86,93,1073,[],[],https://twitter.com/YairNetanyahu/status/1503483460744364038,False,,1,https://pbs.twimg.com/media/FN1yO_QXwAU8JAo.jpg,,,,,,,[],,,,
1503442417495773186,1503442417495773186,2022-03-14 20:46:19 ????????????? ????? (????),2022-03-14,20:46:19,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אוקיי מציע עוד פשרה- ניישב אותם בסביון, צהלה, רמת אביב, כפר שמריהו והרצליה פיתוח. הולך?",iw,[],[],[],78,45,733,[],[],https://twitter.com/YairNetanyahu/status/1503442417495773186,False,https://twitter.com/YairNetanyahu/status/1503039228627898368,0,,,,,,,,[],,,,
1503357766450270211,1503357766450270211,2022-03-14 15:09:57 ????????????? ????? (????),2022-03-14,15:09:57,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,💥💥💥💥,und,[],[],[],3,30,138,[],[],https://twitter.com/YairNetanyahu/status/1503357766450270211,False,https://twitter.com/netanelgla/status/1503356824732450819,0,,,,,,,,[],,,,
1503353074357874689,1503353074357874689,2022-03-14 14:51:18 ????????????? ????? (????),2022-03-14,14:51:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"היום נחשף המסמך המזכה בתיק 4000, שאיילת שקד הסתירה מנתניהו!  https://t.co/x9Mp0gWzvS",iw,[],[],['https://pbs.twimg.com/media/FNz7pjPXIAkXOHP.jpg'],94,221,1332,[],[],https://twitter.com/YairNetanyahu/status/1503353074357874689,False,,1,https://pbs.twimg.com/media/FNz7pjPXIAkXOHP.jpg,,,,,,,[],,,,
1503352345710764032,1503352345710764032,2022-03-14 14:48:24 ????????????? ????? (????),2022-03-14,14:48:24,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,💥💣💥💣,und,[],[],[],7,23,132,[],[],https://twitter.com/YairNetanyahu/status/1503352345710764032,False,https://twitter.com/elizipori/status/1503334446447173643,0,,,,,,,,[],,,,
1504406155866554371,1504406155866554371,2022-03-17 12:35:52 ????????????? ????? (????),2022-03-17,12:35:52,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,, https://t.co/rWtc3vnMNd,und,[],['https://freebeacon.com/national-security/new-iran-agreement-would-let-russia-cash-in-on-10-billion-contract-to-build-nuclear-sites/'],[],1,7,42,[],[],https://twitter.com/YairNetanyahu/status/1504406155866554371,False,,0,,,,,,,,[],,,,
1504362409682771968,1504362409682771968,2022-03-17 09:42:02 ????????????? ????? (????),2022-03-17,09:42:02,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Watch my interview to newsmax yesterday,en,[],[],[],5,16,100,[],[],https://twitter.com/YairNetanyahu/status/1504362409682771968,False,https://twitter.com/newsmax/status/1504231041007079434,0,,,,,,,,[],,,,
1504202419269521412,1504202419269521412,2022-03-16 23:06:18 ????????????? ????? (????),2022-03-16,23:06:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,🚨🚨🚨,und,[],[],[],5,15,78,[],[],https://twitter.com/YairNetanyahu/status/1504202419269521412,False,https://twitter.com/kredo0/status/1504177241202307073,0,,,,,,,,[],,,,
1504201418948988929,1504201418948988929,2022-03-16 23:02:19 ????????????? ????? (????),2022-03-16,23:02:19,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,וזה עוד במרכז תל אביב,iw,[],[],[],108,105,1514,[],[],https://twitter.com/YairNetanyahu/status/1504201418948988929,False,https://twitter.com/c_shlomit/status/1504200091342626833,0,,,,,,,,[],,,,
1504195362940198918,1504195362940198918,2022-03-16 22:38:15 ????????????? ????? (????),2022-03-16,22:38:15,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,פורים שמח! 🤡🎉 Happy Purim!  https://t.co/pyf7PJoUJm,und,[],[],['https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg'],95,36,1622,[],[],https://twitter.com/YairNetanyahu/status/1504195362940198918,False,,1,https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg,,,,,,,[],,,,
1504094861095583749,1504043380434743297,2022-03-16 15:58:54 ????????????? ????? (????),2022-03-16,15:58:54,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,@attilus בבקשה  https://t.co/y954wCsAJ4,iw,[],[],['https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg'],11,19,297,[],[],https://twitter.com/YairNetanyahu/status/1504094861095583749,False,,1,https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg,,,,,,,"[{'screen_name': 'attilus', 'name': 'אטילה שומפלבי Attila Somfalvi', 'id': '47181372'}]",,,,
1504002101680250880,1504002101680250880,2022-03-16 09:50:18 ????????????? ????? (????),2022-03-16,09:50:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אותה הונגריה שנתניהו טיפח את היחסים עימה, ולפיד ובנט מנסים להחריב",iw,[],[],[],4,12,213,[],[],https://twitter.com/YairNetanyahu/status/1504002101680250880,False,https://twitter.com/yonibmen/status/1503924248703873028,0,,,,,,,,[],,,,
1503991361628000259,1503991361628000259,2022-03-16 09:07:38 ????????????? ????? (????),2022-03-16,09:07:38,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,ממשלת בובות של ממשל ביידן,iw,[],[],[],13,36,327,[],[],https://twitter.com/YairNetanyahu/status/1503991361628000259,False,https://twitter.com/yonibmen/status/1503928913235480581,0,,,,,,,,[],,,,
1503827251510525957,1503827251510525957,2022-03-15 22:15:31 ????????????? ????? (????),2022-03-15,22:15:31,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Northern Israel today! 📸❄️ צילום: רפאל נוה  https://t.co/kMt08a5RF3,und,[],[],['https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg'],14,17,569,[],[],https://twitter.com/YairNetanyahu/status/1503827251510525957,False,,1,https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg,,,,,,,[],,,,
1503764095618760708,1503764095618760708,2022-03-15 18:04:33 ????????????? ????? (????),2022-03-15,18:04:33,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"בעוד בנט ולפיד מפקירים את ישראל להשמדה ע״י אירן באמצעות הסכם הגרעין, חברינו הרפובליקנים בקונגרס ובסנאט נלחמים נגד ההסכם כמו אריות",iw,[],[],[],9,21,272,[],[],https://twitter.com/YairNetanyahu/status/1503764095618760708,False,https://twitter.com/gopleader/status/1503763089656889355,0,,,,,,,,[],,,,
1503761013329604625,1503761013329604625,2022-03-15 17:52:18 ????????????? ????? (????),2022-03-15,17:52:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,מזכיר את הכרטיסים לרכבת למקורבים של קסטנר,iw,[],[],[],8,11,156,[],[],https://twitter.com/YairNetanyahu/status/1503761013329604625,False,https://twitter.com/igal_malka/status/1503745215995289610,0,,,,,,,,[],,,,
1503739732152532997,1503739732152532997,2022-03-15 16:27:44 ????????????? ????? (????),2022-03-15,16:27:44,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"שר החוץ האיראני טס למוסקבה וקיבל מה שהוא רוצה. בנט טס לפגוש את פוטין, ובמקום לסנדל את הסכם הגרעין המסכן את קיומה של ישראל, הוא התעסק באוקראינה...  https://t.co/uXTUh1cMZL",iw,[],[],['https://pbs.twimg.com/media/FN5bUFCX0BEApuP.jpg'],13,41,420,[],[],https://twitter.com/YairNetanyahu/status/1503739732152532997,False,,1,https://pbs.twimg.com/media/FN5bUFCX0BEApuP.jpg,,,,,,,[],,,,
1503719574952460295,1503719574952460295,2022-03-15 15:07:39 ????????????? ????? (????),2022-03-15,15:07:39,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אני בטוח שבנט דאג להכשיל את הסכם הגרעין בשיחותיו עם פוטין, כפי שהאיראנים דאגו שההסכם יעבור בשיחותיהם עם הרוסים. אה לא?",iw,[],[],[],6,12,185,[],[],https://twitter.com/YairNetanyahu/status/1503719574952460295,False,https://twitter.com/litalsun/status/1503703323161120771,0,,,,,,,,[],,,,
1503693503062323200,1503693499941756930,2022-03-15 13:24:03 ????????????? ????? (????),2022-03-15,13:24:03,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"&gt;&gt;וכי תיק 4000 הוא תיק תפור, עלילת דם, והפיכה. המסך בעצם קובר סופית את תיק 4000 ומוכיח שנתניהו צח כשלג.  הנה מה שערוץ התרעלה 12 שידר אתמול במהדורה המרכזית לנוכח הגילוי המרעיש  הזה:",iw,[],[],[],18,53,728,[],[],https://twitter.com/YairNetanyahu/status/1503693503062323200,False,,0,,,,,,,,[],,,,
1503693499941756930,1503693499941756930,2022-03-15 13:24:02 ????????????? ????? (????),2022-03-15,13:24:02,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"במשך שנים ערוץ התעמולה 12 שידר כל ערב הבמהדורה המרכזית קטעי רכילויות שקריים, תמלילים חסרי חשיבות וכתבות שלמות על תיקי נתניהו, ושטף לציבור את המוח.  אתמול התרחשה רעידת אדמה. בבית המשפט נחשף מסמך מ2016 של המשנה ליועץ המשפטי לממשלה, מסמך המוכיח כי נתניהו פעל ללא דופי, &gt;&gt;  https://t.co/XDTmn33dQr",iw,[],[],['https://pbs.twimg.com/media/FN4xQ7FXoAMthH6.jpg'],64,183,1620,[],[],https://twitter.com/YairNetanyahu/status/1503693499941756930,False,,1,https://pbs.twimg.com/media/FN4xQ7FXoAMthH6.jpg,,,,,,,[],,,,
1503483460744364038,1503483460744364038,2022-03-14 23:29:25 ????????????? ????? (????),2022-03-14,23:29:25,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,מה הולך כאן!?  https://t.co/KBMoNn2yF2,iw,[],[],['https://pbs.twimg.com/media/FN1yO_QXwAU8JAo.jpg'],86,93,1073,[],[],https://twitter.com/YairNetanyahu/status/1503483460744364038,False,,1,https://pbs.twimg.com/media/FN1yO_QXwAU8JAo.jpg,,,,,,,[],,,,
1503442417495773186,1503442417495773186,2022-03-14 20:46:19 ????????????? ????? (????),2022-03-14,20:46:19,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אוקיי מציע עוד פשרה- ניישב אותם בסביון, צהלה, רמת אביב, כפר שמריהו והרצליה פיתוח. הולך?",iw,[],[],[],78,45,733,[],[],https://twitter.com/YairNetanyahu/status/1503442417495773186,False,https://twitter.com/YairNetanyahu/status/1503039228627898368,0,,,,,,,,[],,,,
1503357766450270211,1503357766450270211,2022-03-14 15:09:57 ????????????? ????? (????),2022-03-14,15:09:57,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,💥💥💥💥,und,[],[],[],3,30,138,[],[],https://twitter.com/YairNetanyahu/status/1503357766450270211,False,https://twitter.com/netanelgla/status/1503356824732450819,0,,,,,,,,[],,,,
1503353074357874689,1503353074357874689,2022-03-14 14:51:18 ????????????? ????? (????),2022-03-14,14:51:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"היום נחשף המסמך המזכה בתיק 4000, שאיילת שקד הסתירה מנתניהו!  https://t.co/x9Mp0gWzvS",iw,[],[],['https://pbs.twimg.com/media/FNz7pjPXIAkXOHP.jpg'],94,221,1332,[],[],https://twitter.com/YairNetanyahu/status/1503353074357874689,False,,1,https://pbs.twimg.com/media/FNz7pjPXIAkXOHP.jpg,,,,,,,[],,,,
1503352345710764032,1503352345710764032,2022-03-14 14:48:24 ????????????? ????? (????),2022-03-14,14:48:24,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,💥💣💥💣,und,[],[],[],7,23,132,[],[],https://twitter.com/YairNetanyahu/status/1503352345710764032,False,https://twitter.com/elizipori/status/1503334446447173643,0,,,,,,,,[],,,,
1504406155866554371,1504406155866554371,2022-03-17 12:35:52 ????????????? ????? (????),2022-03-17,12:35:52,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,, https://t.co/rWtc3vnMNd,und,[],['https://freebeacon.com/national-security/new-iran-agreement-would-let-russia-cash-in-on-10-billion-contract-to-build-nuclear-sites/'],[],1,7,42,[],[],https://twitter.com/YairNetanyahu/status/1504406155866554371,False,,0,,,,,,,,[],,,,
1504362409682771968,1504362409682771968,2022-03-17 09:42:02 ????????????? ????? (????),2022-03-17,09:42:02,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Watch my interview to newsmax yesterday,en,[],[],[],5,16,100,[],[],https://twitter.com/YairNetanyahu/status/1504362409682771968,False,https://twitter.com/newsmax/status/1504231041007079434,0,,,,,,,,[],,,,
1504202419269521412,1504202419269521412,2022-03-16 23:06:18 ????????????? ????? (????),2022-03-16,23:06:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,🚨🚨🚨,und,[],[],[],5,15,78,[],[],https://twitter.com/YairNetanyahu/status/1504202419269521412,False,https://twitter.com/kredo0/status/1504177241202307073,0,,,,,,,,[],,,,
1504201418948988929,1504201418948988929,2022-03-16 23:02:19 ????????????? ????? (????),2022-03-16,23:02:19,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,וזה עוד במרכז תל אביב,iw,[],[],[],108,105,1514,[],[],https://twitter.com/YairNetanyahu/status/1504201418948988929,False,https://twitter.com/c_shlomit/status/1504200091342626833,0,,,,,,,,[],,,,
1504195362940198918,1504195362940198918,2022-03-16 22:38:15 ????????????? ????? (????),2022-03-16,22:38:15,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,פורים שמח! 🤡🎉 Happy Purim!  https://t.co/pyf7PJoUJm,und,[],[],['https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg'],95,36,1622,[],[],https://twitter.com/YairNetanyahu/status/1504195362940198918,False,,1,https://pbs.twimg.com/media/FN_5tNEXIAUgcs7.jpg,,,,,,,[],,,,
1504094861095583749,1504043380434743297,2022-03-16 15:58:54 ????????????? ????? (????),2022-03-16,15:58:54,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,@attilus בבקשה  https://t.co/y954wCsAJ4,iw,[],[],['https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg'],11,19,297,[],[],https://twitter.com/YairNetanyahu/status/1504094861095583749,False,,1,https://pbs.twimg.com/media/FN-eTBNXIAQJ_e9.jpg,,,,,,,"[{'screen_name': 'attilus', 'name': 'אטילה שומפלבי Attila Somfalvi', 'id': '47181372'}]",,,,
1504002101680250880,1504002101680250880,2022-03-16 09:50:18 ????????????? ????? (????),2022-03-16,09:50:18,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,"אותה הונגריה שנתניהו טיפח את היחסים עימה, ולפיד ובנט מנסים להחריב",iw,[],[],[],4,12,213,[],[],https://twitter.com/YairNetanyahu/status/1504002101680250880,False,https://twitter.com/yonibmen/status/1503924248703873028,0,,,,,,,,[],,,,
1503991361628000259,1503991361628000259,2022-03-16 09:07:38 ????????????? ????? (????),2022-03-16,09:07:38,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,ממשלת בובות של ממשל ביידן,iw,[],[],[],13,36,327,[],[],https://twitter.com/YairNetanyahu/status/1503991361628000259,False,https://twitter.com/yonibmen/status/1503928913235480581,0,,,,,,,,[],,,,
1503827251510525957,1503827251510525957,2022-03-15 22:15:31 ????????????? ????? (????),2022-03-15,22:15:31,+0200,876408437814558724,yairnetanyahu,Yair Netanyahu,,Northern Israel today! 📸❄️ צילום: רפאל נוה  https://t.co/kMt08a5RF3,und,[],[],['https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg'],14,17,569,[],[],https://twitter.com/YairNetanyahu/status/1503827251510525957,False,,1,https://pbs.twimg.com/media/FN6q6FVWYA0c721.jpg,,,,,,,[],,,,
